,author,title,sentence,sentence_nr,words,kind
3892,"Kipling, Rudyard",Kim,Trousers and jacket crippled body and mind alike so he abandoned the project and fell back Orientalfashion on time and chance,2717,Mahbub Ali,person
3896,"Kipling, Rudyard",Kim,Kim knew and despised them all long ago,2720,Kim,person
3901,"Kipling, Rudyard",Kim,This somewhat consoled Kim for the beatings,2724,Kim,person
3904,"Kipling, Rudyard",Kim,They had gone out together towards Umballa racecourse,2726,Umballa,location
3907,"Kipling, Rudyard",Kim,These tidings came to Father Victor and he drew down his long upper lip,2728,Father Victor,person
3908,"Kipling, Rudyard",Kim,He was already sufficiently startled by a letter from the Temple of the Tirthankars at Benares enclosing a native bankers note of hand for three hundred rupees and an amazing prayer to Almighty God,2729,Benares,location
3911,"Kipling, Rudyard",Kim,Powers of Darkness below Father Victor fumbled with the note,2731,Father Victor,person
3917,"Kipling, Rudyard",Kim,Three miles off on Umballa racecourse Mahbub Ali reining a grey Kabuli stallion with Kim in front of him was saying  But Little Friend of all the World there is  my  honour and reputation to be considered,2736,Kim,person
3918,"Kipling, Rudyard",Kim,Three miles off on Umballa racecourse Mahbub Ali reining a grey Kabuli stallion with Kim in front of him was saying  But Little Friend of all the World there is  my  honour and reputation to be considered,2736,Mahbub Ali,person
3919,"Kipling, Rudyard",Kim,Three miles off on Umballa racecourse Mahbub Ali reining a grey Kabuli stallion with Kim in front of him was saying  But Little Friend of all the World there is  my  honour and reputation to be considered,2736,Mahbub Ali,person
3920,"Kipling, Rudyard",Kim,Three miles off on Umballa racecourse Mahbub Ali reining a grey Kabuli stallion with Kim in front of him was saying  But Little Friend of all the World there is  my  honour and reputation to be considered,2736,Umballa,location
3922,"Kipling, Rudyard",Kim,Three miles off on Umballa racecourse Mahbub Ali reining a grey Kabuli stallion with Kim in front of him was saying  But Little Friend of all the World there is  my  honour and reputation to be considered,2736,Mahbub Ali,person
3926,"Kipling, Rudyard",Kim,Three miles off on Umballa racecourse Mahbub Ali reining a grey Kabuli stallion with Kim in front of him was saying  But Little Friend of all the World there is  my  honour and reputation to be considered,2736,Kabul,location
3927,"Kipling, Rudyard",Kim,All the officerSahibs in all the regiments and all Umballa know Mahbub Ali,2737,Mahbub Ali,person
3928,"Kipling, Rudyard",Kim,All the officerSahibs in all the regiments and all Umballa know Mahbub Ali,2737,Mahbub Ali,person
3929,"Kipling, Rudyard",Kim,All the officerSahibs in all the regiments and all Umballa know Mahbub Ali,2737,Umballa,location
3931,"Kipling, Rudyard",Kim,All the officerSahibs in all the regiments and all Umballa know Mahbub Ali,2737,Mahbub Ali,person
3942,"Kipling, Rudyard",Kim,When thou art a manwho knowsthou wilt be grateful to Mahbub Ali  Take me beyond their sentries where I can change this red,2744,Mahbub Ali,person
3943,"Kipling, Rudyard",Kim,When thou art a manwho knowsthou wilt be grateful to Mahbub Ali  Take me beyond their sentries where I can change this red,2744,Mahbub Ali,person
3944,"Kipling, Rudyard",Kim,When thou art a manwho knowsthou wilt be grateful to Mahbub Ali  Take me beyond their sentries where I can change this red,2744,Mahbub Ali,person
3947,"Kipling, Rudyard",Kim,to Benares and be with my lama again,2746,Benares,location
3951,"Kipling, Rudyard",Kim,Mahbub Ali had incautiously driven home the sharpedged stirrup,2749,Mahbub Ali,person
3952,"Kipling, Rudyard",Kim,Mahbub Ali had incautiously driven home the sharpedged stirrup,2749,Mahbub Ali,person
3953,"Kipling, Rudyard",Kim,Mahbub Ali had incautiously driven home the sharpedged stirrup,2749,Mahbub Ali,person
3956,"Kipling, Rudyard",Kim,Kim drew his own conclusions from that betrayal,2751,Kim,person
3959,"Kipling, Rudyard",Kim,It lay on the straight road to Benares,2753,Benares,location
3963,"Kipling, Rudyard",Kim,Was it some matter of a bay mare that Peters Sahib wished the pedigree of,2756,Peters Sahib,person
3966,"Kipling, Rudyard",Kim,Kim saw the trap at once,2757,Kim,person
3968,"Kipling, Rudyard",Kim,If he had said bay mare Mahbub would have known by his very readiness to fall in with the amendment that the boy suspected something,2758,Mahbub Ali,person
3971,"Kipling, Rudyard",Kim,Kim replied therefore  Bay mare,2759,Kim,person
3978,"Kipling, Rudyard",Kim,But thou didst write bay mare to me  Who cares to tell truth to a letterwriter Kim answered feeling Mahbubs palm on his heart,2765,Kim,person
3980,"Kipling, Rudyard",Kim,But thou didst write bay mare to me  Who cares to tell truth to a letterwriter Kim answered feeling Mahbubs palm on his heart,2765,Mahbub Ali,person
3983,"Kipling, Rudyard",Kim,But thou didst write bay mare to me  Who cares to tell truth to a letterwriter Kim answered feeling Mahbubs palm on his heart,2765,Mahbub Ali,person
3984,"Kipling, Rudyard",Kim,Hi Mahbub you old villain pull up cried a voice and an Englishman raced alongside on a little polopony,2766,Mahbub Ali,person
3988,"Kipling, Rudyard",Kim,That Kabuli of yours can go,2768,Kabul,location
3996,"Kipling, Rudyard",Kim,boy said Mahbub gravely,2776,Mahbub Ali,person
4000,"Kipling, Rudyard",Kim,The boy was a child in Lahore city,2779,Lahore,location
4017,"Kipling, Rudyard",Kim,The Englishman looked critically at the boy as Mahbub headed towards the barracks,2796,Mahbub Ali,person
4019,"Kipling, Rudyard",Kim,Kim ground his teeth,2797,Kim,person
4022,"Kipling, Rudyard",Kim,Mahbub was mocking him as faithless Afghans will for he went on  They will send him to a school and put heavy boots on his feet and swaddle him in these clothes,2798,Mahbub Ali,person
4028,"Kipling, Rudyard",Kim,Kim pointedhe could not speakto Father Victors wing all staring white near by,2801,Kim,person
4029,"Kipling, Rudyard",Kim,Kim pointedhe could not speakto Father Victors wing all staring white near by,2801,Father Victor,person
4030,"Kipling, Rudyard",Kim,Kim pointedhe could not speakto Father Victors wing all staring white near by,2801,Father Victor,person
4032,"Kipling, Rudyard",Kim,Perhaps he will make a good soldier said Mahbub reflectively,2802,Mahbub Ali,person
4035,"Kipling, Rudyard",Kim,I sent him to deliver a message once from Lahore,2804,Lahore,location
4042,"Kipling, Rudyard",Kim,Kim beheld Mahbub Ali frying in flame for his treachery but for himself he saw one long grey vista of barracks schools and barracks again,2807,Kim,person
4043,"Kipling, Rudyard",Kim,Kim beheld Mahbub Ali frying in flame for his treachery but for himself he saw one long grey vista of barracks schools and barracks again,2807,Mahbub Ali,person
4044,"Kipling, Rudyard",Kim,Kim beheld Mahbub Ali frying in flame for his treachery but for himself he saw one long grey vista of barracks schools and barracks again,2807,Mahbub Ali,person
4045,"Kipling, Rudyard",Kim,Kim beheld Mahbub Ali frying in flame for his treachery but for himself he saw one long grey vista of barracks schools and barracks again,2807,Mahbub Ali,person
4049,"Kipling, Rudyard",Kim,And Mahbub stared deliberately at the Englishman who stared as deliberately at Kim quivering and tonguetied,2809,Kim,person
4050,"Kipling, Rudyard",Kim,And Mahbub stared deliberately at the Englishman who stared as deliberately at Kim quivering and tonguetied,2809,Mahbub Ali,person
4059,"Kipling, Rudyard",Kim,There is the Padre Kim choked as bareheaded Father Victor sailed down upon them from the veranda,2814,Kim,person
4060,"Kipling, Rudyard",Kim,There is the Padre Kim choked as bareheaded Father Victor sailed down upon them from the veranda,2814,Father Victor,person
4063,"Kipling, Rudyard",Kim,How many more mixed friends do you keep in Asia he cried as Kim slid down and stood helplessly before him,2816,Kim,person
4064,"Kipling, Rudyard",Kim,How many more mixed friends do you keep in Asia he cried as Kim slid down and stood helplessly before him,2816,Asia,location
4069,"Kipling, Rudyard",Kim,Im Creighton,2820,Creighton,person
4070,"Kipling, Rudyard",Kim,Of the Ethnological Survey said Father Victor,2821,Father Victor,person
4075,"Kipling, Rudyard",Kim,You dont know old Mahbub Ali,2825,Mahbub Ali,person
4076,"Kipling, Rudyard",Kim,You dont know old Mahbub Ali,2825,Mahbub Ali,person
4077,"Kipling, Rudyard",Kim,You dont know old Mahbub Ali,2825,Mahbub Ali,person
4083,"Kipling, Rudyard",Kim,Can you tell me anything about him  Can I tell you puffed Father Victor,2830,Father Victor,person
4089,"Kipling, Rudyard",Kim,Colonel Creighton raised his voice speaking in Urdu,2835,Creighton,person
4091,"Kipling, Rudyard",Kim,Very good Mahbub Ali but what is the use of telling me all those stories about the pony,2836,Mahbub Ali,person
4092,"Kipling, Rudyard",Kim,Very good Mahbub Ali but what is the use of telling me all those stories about the pony,2836,Mahbub Ali,person
4093,"Kipling, Rudyard",Kim,Very good Mahbub Ali but what is the use of telling me all those stories about the pony,2836,Mahbub Ali,person
4104,"Kipling, Rudyard",Kim,That comes of looking at one of Mahbubs horses,2844,Mahbub Ali,person
4107,"Kipling, Rudyard",Kim,That comes of looking at one of Mahbubs horses,2844,Mahbub Ali,person
4110,"Kipling, Rudyard",Kim,Wait then if thou hast so much time to spare Mahbub,2846,Mahbub Ali,person
4114,"Kipling, Rudyard",Kim,Oh hes gone off to collogue with Mahbub,2849,Mahbub Ali,person
4118,"Kipling, Rudyard",Kim,He dropped into a chair which commanded a clear view of Kim and Mahbub Ali in conference beneath the tree,2852,Kim,person
4119,"Kipling, Rudyard",Kim,He dropped into a chair which commanded a clear view of Kim and Mahbub Ali in conference beneath the tree,2852,Mahbub Ali,person
4120,"Kipling, Rudyard",Kim,He dropped into a chair which commanded a clear view of Kim and Mahbub Ali in conference beneath the tree,2852,Mahbub Ali,person
4121,"Kipling, Rudyard",Kim,He dropped into a chair which commanded a clear view of Kim and Mahbub Ali in conference beneath the tree,2852,Mahbub Ali,person
4125,"Kipling, Rudyard",Kim,Creighton heard Kim say bitterly Trust a Brahmin before a snake and a snake before an harlot and an harlot before a Pathan Mahbub Ali  That is all one,2854,Kim,person
4126,"Kipling, Rudyard",Kim,Creighton heard Kim say bitterly Trust a Brahmin before a snake and a snake before an harlot and an harlot before a Pathan Mahbub Ali  That is all one,2854,Mahbub Ali,person
4127,"Kipling, Rudyard",Kim,Creighton heard Kim say bitterly Trust a Brahmin before a snake and a snake before an harlot and an harlot before a Pathan Mahbub Ali  That is all one,2854,Mahbub Ali,person
4128,"Kipling, Rudyard",Kim,Creighton heard Kim say bitterly Trust a Brahmin before a snake and a snake before an harlot and an harlot before a Pathan Mahbub Ali  That is all one,2854,Mahbub Ali,person
4130,"Kipling, Rudyard",Kim,Creighton heard Kim say bitterly Trust a Brahmin before a snake and a snake before an harlot and an harlot before a Pathan Mahbub Ali  That is all one,2854,Creighton,person
4132,"Kipling, Rudyard",Kim,Creighton heard Kim say bitterly Trust a Brahmin before a snake and a snake before an harlot and an harlot before a Pathan Mahbub Ali  That is all one,2854,Pathan,location
4138,"Kipling, Rudyard",Kim,You crafty old sinner thought Creighton,2859,Creighton,person
4142,"Kipling, Rudyard",Kim,If through me the favour of this bold and wise Colonel Sahib comes to thee and thou art raised to honour what thanks wilt thou give Mahbub Ali when thou art a man  Nay nay,2863,Mahbub Ali,person
4143,"Kipling, Rudyard",Kim,If through me the favour of this bold and wise Colonel Sahib comes to thee and thou art raised to honour what thanks wilt thou give Mahbub Ali when thou art a man  Nay nay,2863,Mahbub Ali,person
4144,"Kipling, Rudyard",Kim,If through me the favour of this bold and wise Colonel Sahib comes to thee and thou art raised to honour what thanks wilt thou give Mahbub Ali when thou art a man  Nay nay,2863,Mahbub Ali,person
